isbn13,authors,original_publication_year,title,language_code,average_rating,cover_type,pages
9.78144E+12,Vince Flynn   Kyle Mills   Armand Schultz,2015,The Survivor (Mitch Rapp   #14),eng,4.2,0,1086
9.78055E+12,Kim Stanley Robinson,1994,Green Mars (Mars Trilogy   #2),en-GB,3.91,1,707
9.78014E+12,Jacqueline Winspear,2004,Birds of a Feather (Maisie Dobbs   #2),en-US,3.95,1,842
9.78031E+12,James Herriot,1981,The Lord God Made Them All,en-US,4.39,0,951
9.78045E+12,Michael Connelly,2000,A Darkness More Than Night (Harry Bosch   #7; Terry McCaleb   #2; Harry Bosch Universe   #9),eng,4.12,1,512
9.78185E+12,Daniel Defoe,1722,Moll Flanders,eng,3.5,1,794
9.78037E+12,David Levithan,2011,The Lover's Dictionary,en-US,3.89,0,712
9.78157E+12,Neale Donald Walsch,1996,Conversations With God: An Uncommon Dialogue   Book 3,eng,4.18,1,1338
9.78142E+12,L.J. Smith,2009,Night World   No. 3 (Night World   #7-9),en-US,4.2,1,1298
9.78039E+12,Michael Scott,2008,The Magician (The Secrets of the Immortal Nicholas Flamel   #2),eng,4.09,1,586
9.78047E+12,Jonathan Haidt,2005,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,eng,4.12,0,1289
9.78032E+12,James Patterson   David Ellis,2014,Invisible,eng,4.05,0,599
9.78053E+12,Harlan Coben,2015,The Stranger,eng,3.85,1,507
9.78031E+12,P.C. Cast   Kristin Cast,2008,Untamed (House of Night   #4),en-US,3.95,1,1046
9.78043E+12,Nalini Singh,2008,Mine to Possess (Psy-Changeling #4),eng,4.13,1,1393
9.78184E+12,Nevil Shute,1950,A Town Like Alice,eng,4.12,0,1214
9.78045E+12,Marjorie Flack   Kurt Wiese,1933,The Story About Ping,en-US,4.15,1,892
9.78031E+12,Salman Rushdie,1988,The Satanic Verses,eng,3.71,0,1071
9.78014E+12,Iris Murdoch,1954,Under the Net,eng,3.76,0,1199
9.78081E+12,George Saunders,2017,Lincoln in the Bardo,eng,3.93,0,725
9.78044E+12,Katherine Paterson,1978,The Great Gilly Hopkins,eng,3.83,0,631
9.78055E+12,Richelle Mead,2008,Thorn Queen (Dark Swan   #2),en-GB,4.12,1,1231
9.7814E+12,Tracy Kidder,2000,Strength in What Remains: A Journey of Remembrance and Forgiveness,eng,4.01,1,601
9.78053E+12,Harlan Coben,2012,Stay Close,eng,3.87,0,1320
9.78044E+12,Michael Morpurgo,1982,War Horse (War Horse   #1),eng,4.13,0,1100
9.78044E+12,Brandon Sanderson,2007,Alcatraz Versus the Evil Librarians (Alcatraz   #1),eng,3.87,0,1406
9.78142E+12,D.J. MacHale,2008,Raven Rise (Pendragon   #9),en-US,4.2,0,1197
9.78006E+12,Lemony Snicket   Brett Helquist,2006,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),en-GB,4.28,0,759
9.78055E+12,Frederick Forsyth,1971,The Day of the Jackal,eng,4.25,1,851
9.78014E+12,E. Nesbit,1902,Five Children and It (Five Children   #1),eng,3.88,1,1116
9.78186E+12,Iain M. Banks,1993,Against a Dark Background,en-GB,4.09,1,1233
9.78006E+12,Gregory Maguire   Douglas Smith,1995,Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years   #1),eng,3.52,1,1241
9.78014E+12,Alexandre Dumas   Francine du Plessix Gray   Joachim Neugroschel,1850,The Man in the Iron Mask (The D'Artagnan Romances   #3.3),eng,3.97,0,1498
9.78023E+12,Thomas S. Kuhn,1962,The Structure of Scientific Revolutions,eng,3.98,0,1270
9.78067E+12,Alison Goodman,2008,Eon: Dragoneye Reborn (Eon   #1),en-US,3.98,1,1006
9.78006E+12,Anna Carey,2011,Eve (Eve   #1),en-US,3.69,0,513
9.78148E+12,Blake Crouch,2013,Wayward (Wayward Pines   #2),eng,4.12,0,1157
9.78158E+12,Stephen Crane,1871,The Red Badge of Courage,eng,3.21,1,919
9.7814E+12,Natsuo Kirino   Stephen Snyder,1997,Out,eng,3.93,0,826
9.78144E+12,Richard C. Morais,2008,The Hundred-Foot Journey,en-US,3.54,1,876
9.78055E+12,Lisa Gardner,2006,Gone (Quincy & Rainie   #5),eng,4.18,1,1476
9.78045E+12,Agatha Christie,1952,They Do It with Mirrors (Miss Marple   #6),eng,3.74,0,585
9.7816E+12,Jack London,1904,The Sea Wolf,eng,4.01,1,1377
9.78032E+12,Malcolm Gladwell,2008,Outliers: The Story of Success,en-US,4.11,0,608
9.78031E+12,Sherrilyn Kenyon,2006,Dark Side of the Moon (Dark-Hunter #9   Were-Hunter #3),en-US,4.15,1,1295
9.78045E+12,Julia Alvarez,1994,In the Time of the Butterflies,eng,4.13,1,1468
9.78055E+12,Dean Koontz,2010,What the Night Knows,eng,3.74,1,931
9.78032E+12,Robert Galbraith   J.K. Rowling,2013,The Cuckoo's Calling (Cormoran Strike   #1),en-US,3.83,0,1333
9.78067E+12,Thomas Piketty   Arthur Goldhammer,2013,Capital in the Twenty-First Century,eng,4.01,1,1120
9.78159E+12,Jessica Livingston,2001,Founders at Work: Stories of Startups' Early Days,en-US,3.94,0,1093
9.78194E+12,Jennifer Probst,2012,The Marriage Bargain (Marriage to a Billionaire   #1),eng,3.81,1,554
9.78148E+12,Matthew  Thomas,2014,We Are Not Ourselves,eng,3.7,1,528
9.78075E+12,J.D. Robb,1999,Conspiracy in Death (In Death   #8),eng,4.35,1,771
9.78159E+12,James Allen,1902,As a Man Thinketh,eng,4.29,1,1401
9.78035E+12,Bohumil Hrabal,1976,Too Loud a Solitude,eng,4.17,1,715
9.78045E+12,Joshilyn Jackson,2005,Gods in Alabama,en-US,3.86,0,1329
9.78035E+12,Tess Gerritsen,2006,Vanish (Rizzoli & Isles   #5),en-US,4.13,1,990
9.78141E+12,Dee Henderson,2002,The Healer (O'Malley #5),eng,4.4,1,500
9.78006E+12,Liane Moriarty,2006,The Last Anniversary,eng,3.72,1,1445
9.78031E+12,Sherrilyn Kenyon,2007,Upon the Midnight Clear (Dark-Hunter #12   Dream-Hunter #2),eng,4,0,807
9.78177E+12,Giulia Enders   Jill Enders,2014,Gut: The Inside Story of Our Body’s Most Underrated Organ,eng,3.99,1,1472
9.78148E+12,Amy A. Bartol,2012,Incendiary (The Premonition   #4),en-US,4.43,1,937
9.78006E+12,Ira Levin,1972,The Stepford Wives,eng,3.71,0,806
9.78161E+12,Julie Klassen,2008,The Apothecary's Daughter,eng,3.79,0,963
9.78159E+12,Julia Cameron,1992,The Artist's Way: A Spiritual Path to Higher Creativity,eng,3.89,1,547
9.78039E+12,Ben Okri,1991,The Famished Road,eng,3.73,0,716
9.78142E+12,Matthew Reilly,2005,Seven Deadly Wonders (Jack West Jr   #1),eng,4.08,1,1463
9.78006E+12,Joanne Harris,2001,Five Quarters of the Orange,eng,3.83,1,919
9.78006E+12,Conor Grennan,2010,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,en-US,4.25,1,1228
9.78006E+12,Kim Harrison,2005,The Good   the Bad   and the Undead (The Hollows   #2),en-US,4.26,1,763
9.78039E+12,Kurt Vonnegut Jr.,1952,Player Piano,eng,3.85,0,1115
9.78142E+12,Holly Black   Eliza Wheeler,2013,Doll Bones,eng,3.7,1,640
9.78006E+12,Tessa Dare,2012,A Week to Be Wicked (Spindle Cove   #2),eng,4.12,0,617
9.78087E+12,Plato   G.M.A. Grube   John M. Cooper,-385,Five Dialogues: Euthyphro   Apology   Crito   Meno   Phaedo,eng,4.1,1,1340
9.78039E+12,E. Lockhart,2005,The Boyfriend List: 15 Guys   11 Shrink Appointments   4 Ceramic Frogs and Me   Ruby Oliver (Ruby Oliver   #1),en-US,3.49,0,1016
9.78142E+12,Jeff Kinney,2010,Cabin Fever (Diary of a Wimpy Kid   #6),eng,4.21,0,1429
9.78006E+12,Alaa Al Aswany   علاء الأسواني,2002,The Yacoubian Building,eng,3.65,0,767
9.78159E+12,Frank Miller,1993,Sin City   Vol. 2: A Dame to Kill For (Sin City   #2),eng,4.16,0,955
9.7814E+12,Chip Heath   Dan Heath,2006,Made to Stick: Why Some Ideas Survive and Others Die,en-US,3.97,0,1068
9.78006E+12,Ann Patchett,2016,Commonwealth,eng,3.84,0,1350
9.7814E+12,Tom Holland,2003,Rubicon: The Last Years of the Roman Republic,eng,4.17,0,1255
9.78045E+12,Joshilyn Jackson,2006,Between   Georgia,en-US,3.87,1,1289
9.78043E+12,Shayla Black,2007,Wicked Ties (Wicked Lovers   #1),en-US,3.97,0,1246
9.78038E+12,Nevada Barr,1993,Track of the Cat (Anna Pigeon   #1),en-GB,3.86,0,861
9.78075E+12,J.D. Robb,2001,Seduction in Death (In Death   #13),eng,4.3,0,1283
9.78006E+12,Sara Shepard,2012,Stunning (Pretty Little Liars   #11),en-US,3.95,1,1477
9.78037E+12,Lars Kepler   Ann Long,2009,The Hypnotist (Joona Linna   #1),eng,3.63,1,660
9.78074E+12,Rick Riordan,2009,The Last Olympian (Percy Jackson and the Olympians   #5),eng,4.5,0,1411
9.78074E+12,Chuck Klosterman,2001,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,en-US,3.8,1,933
9.78184E+12,Mira Grant,2012,Blackout (Newsflesh Trilogy   #3),eng,4.11,1,1206
9.78161E+12,Ilsa J. Bick,2011,Ashes (Ashes Trilogy   #1),eng,3.94,0,721
9.78039E+12,Kurt Vonnegut Jr.,1976,Slapstick   or Lonesome No More!,eng,3.87,1,786
9.78055E+12,Daniel Goleman,1995,Emotional Intelligence: Why It Can Matter More Than IQ,eng,3.98,1,1123
9.78006E+12,Joseph Delaney   Patrick  Arrasmith,2007,Attack of the Fiend (The Last Apprentice / Wardstone Chronicles   #4),eng,4.19,1,1453
9.78045E+12,Stephen King,1977,The Shining (The Shining #1),eng,4.17,1,1366
9.7814E+12,Katherine Howe,2009,The Physick Book of Deliverance Dane,en-US,3.7,1,588
9.78006E+12,Margot Livesey,2012,The Flight of Gemma Hardy,eng,3.59,0,681
9.78077E+12,Brandon Sanderson,2011,The Alloy of Law (Mistborn   #4),eng,4.2,0,1463
9.78145E+12,Susannah Cahalan,2012,Brain on Fire: My Month of Madness,eng,4,1,1076
9.78043E+12,Agatha Christie,1936,Cards on the Table (Hercule Poirot   #15),eng,3.9,1,910
9.78037E+12,Gena Showalter,2012,The Darkest Seduction (Lords of the Underworld #9),eng,4.35,1,1206
9.78193E+12,T. Colin Campbell   Thomas M. Campbell II,2001,The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet   Weight Loss   And Long-term Health,en-GB,4.21,1,804
9.78039E+12,Sophie Kinsella,2007,Shopaholic & Baby (Shopaholic   #5),eng,3.77,0,853
9.78067E+12,Philip Pullman   Jacob Grimm   Wilhelm Grimm,2012,Fairy Tales from the Brothers Grimm: A New English Version,eng,4.11,0,1271
9.78052E+12,Nora Roberts,1999,Jewels of the Sun (Gallaghers of Ardmore   #1),en-US,4.22,1,1200
9.78142E+12,Ellen Hopkins,2006,Burned (Burned   #1),en-US,4.24,0,1229
9.78014E+12,Søren Kierkegaard   Alastair Hannay,1843,Fear and Trembling,eng,4.01,1,838
9.78059E+12,Arthur C. Clarke,1987,2061: Odyssey Three (Space Odyssey   #3),eng,3.52,1,1482
9.78077E+12,Robert Jordan   Brandon Sanderson,2009,The Gathering Storm (Wheel of Time   #12),eng,4.34,1,907
9.78191E+12,Tan Twan Eng,2011,The Garden of Evening Mists,eng,4.08,1,744
9.78039E+12,Chuck Palahniuk,2001,Choke,eng,3.69,0,1452
9.78081E+12,Tim Hamilton   Ray Bradbury,2009,Fahrenheit 451: The Authorized Adaptation,eng,3.92,0,1386
9.78142E+12,Christopher Pike,2010,Thirst No. 2: Phantom   Evil Thirst   and Creatures of Forever (Thirst   #2),en-US,4.06,1,1422
9.78032E+12,Marcus Luttrell   Patrick Robinson,2006,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,eng,4.34,1,601
9.78014E+12,Don DeLillo,1985,White Noise,eng,3.86,1,1372
9.78044E+12,Danielle Steel,1987,Kaleidoscope,fre,3.88,1,849
9.78077E+12,J. Maarten Troost,2003,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,eng,3.87,0,1367
9.78145E+12,Lisa Lutz,2016,The Passenger,eng,3.71,0,716
9.78032E+12,James Patterson   Michael Ledwidge,2010,Worst Case (Michael Bennett   #3),eng,4,1,931
9.7816E+12,Nick Bruel,2005,Bad Kitty,en-US,4.18,0,1086
9.78039E+12,Erin Gruwell   Zlata Filipović   The Freedom Writers,1999,The Freedom Writers Diary,eng,4.09,1,1329
9.78037E+12,Flannery O'Connor   Robert Fitzgerald,1965,Everything That Rises Must Converge: Stories,eng,4.27,0,823
9.78043E+12,Dick Winters   Cole C. Kingseed,2006,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,eng,4.24,1,951
9.7804E+12,Adolf Hitler,1925,Mein Kampf,en-US,3.13,0,962
9.78125E+12,Oprah Winfrey,2014,What I Know for Sure,eng,4.12,0,1168
9.78062E+12,Adam Hochschild,1998,King Leopold's Ghost,en-US,4.15,1,1414
9.78006E+12,Edward P. Jones,2003,The Known World,eng,3.82,1,793
9.78006E+12,Scott Westerfeld,2004,The Secret Hour (Midnighters   #1),eng,3.8,0,848
9.78055E+12,Nicholas Sparks,1996,The Notebook (The Notebook   #1),eng,4.06,1,842
9.78159E+12,Ben H. Winters,2012,The Last Policeman (The Last Policeman   #1),eng,3.76,1,1393
9.78032E+12,N.K. Jemisin,2010,The Broken Kingdoms (Inheritance   #2),eng,4.04,0,1314
9.78041E+12,Anton Chekhov   Tom    Murphy,1904,The Cherry Orchard,eng,3.68,0,700
9.78031E+12,Blake Crouch,2009,Abandon,en-US,3.74,1,1352
9.78146E+12,Julie Hockley,2011,Crow's Row (Crow's Row   #1),eng,4.11,1,866
9.78037E+12,Jostein Gaarder   Sarah Jane Hails,1990,The Solitaire Mystery: A Novel About Family and Destiny,eng,4.16,0,1275
9.78039E+12,Lawrence Hill,2007,Someone Knows My Name,eng,4.44,1,659
9.78055E+12,Ray Bradbury,1950,The Martian Chronicles,en-US,4.12,0,686
9.78006E+12,Patricia Harman,2012,The Midwife of Hope River,eng,4,0,1289
9.78156E+12,Leslie Feinberg,1993,Stone Butch Blues,en-US,4.27,1,614
9.78039E+12,David Small,2009,Stitches,eng,4.03,0,1264
9.78074E+12,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,1,1020
9.78032E+12,Ed Emberley,1992,Go Away   Big Green Monster!,eng,4.21,1,854
9.78052E+12,Nora Roberts,2006,Morrigan's Cross (Circle Trilogy   #1),eng,4.14,0,772
9.78159E+12,Elizabeth Gilbert,2015,Big Magic: Creative Living Beyond Fear,eng,3.9,1,1050
9.78032E+12,Stephenie Meyer,2008,Breaking Dawn (Twilight   #4),en-US,3.7,1,865
9.78031E+12,Tony Hawks,1997,Round Ireland with a Fridge,en-US,3.78,1,1187
9.78006E+12,Sophie Jordan,2011,Vanish (Firelight   #2),en-US,3.95,0,736
9.78045E+12,J.R. Ward,2009,Covet (Fallen Angels   #1),eng,3.89,0,644
9.78053E+12,Ken Follett,2010,Fall of Giants (The Century Trilogy   #1),eng,4.26,0,902
9.78074E+12,Jeffery Deaver,2005,The Twelfth Card (Lincoln Rhyme   #6),eng,3.98,0,1456
9.78039E+12,David Grann,2009,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,eng,3.86,1,815
9.78075E+12,John Tiffany   Jack Thorne   J.K. Rowling,2016,Harry Potter and the Cursed Child - Parts One and Two (Harry Potter   #8),eng,3.75,1,1229
9.78031E+12,Madeleine Wickham,1998,The Gatecrasher,en-GB,3.24,0,1313
9.7814E+12,Brian K. Vaughan   Pia Guerra   Goran Sudžuka   José Marzán Jr.,2005,Y: The Last Man   Vol. 6: Girl on Girl (Y: The Last Man   #6),eng,4.21,1,1352
9.78032E+12,Evelyn Waugh,1934,A Handful of Dust,en-US,3.92,1,740
9.78146E+12,Nicholas Sparks,2012,The Longest Ride,eng,4.14,1,1289
9.78055E+12,Isaac Asimov,1983,The Robots of Dawn (Robot #3),eng,4.13,0,1487
9.78069E+12,Nancy Farmer,2002,The House of the Scorpion (Matteo Alacran   #1),eng,4.1,0,963
9.78055E+12,Laurell K. Hamilton,2004,Seduced by Moonlight (Merry Gentry   #3),eng,4.05,0,922
9.78045E+12,David Baldacci,2005,The Camel Club (Camel Club   #1),eng,4.02,0,845
9.78053E+12,A.A. Milne   Ernest H. Shepard,1928,The House at Pooh Corner (Winnie-the-Pooh   #2),en-US,4.36,1,1181
9.78032E+12,Stephenie Meyer,2008,The Host (The Host   #1),en-US,3.84,1,1399
9.78032E+12,Chris Hadfield,2013,An Astronaut's Guide to Life on Earth,eng,4.14,1,1237
9.78044E+12,Charlaine Harris,2008,From Dead to Worse (Sookie Stackhouse   #8),eng,4.01,1,1145
9.78055E+12,Armistead Maupin,1978,Tales of the City (Tales of the City   #1),eng,4.06,0,802
9.78229E+12,Arthur C. Clarke   Gentry Lee,1989,Rama II (Rama   #2),fre,3.66,0,1064
9.78039E+12,Cristina Henriquez,2014,The Book of Unknown Americans,eng,3.85,0,582
9.78031E+12,Emily Giffin,2008,Love the One You're With,en-US,3.7,0,596
9.78006E+12,Lynsay Sands   Jeaniene Frost,2011,The Bite Before Christmas (Argeneau   #15.5; Night Huntress   #6.5),eng,4.16,1,1137
9.78032E+12,Daniel Handler   Maira Kalman,2011,Why We Broke Up,eng,3.49,1,1185
9.78161E+12,Julianne Donaldson,2012,Edenbrooke (Edenbrooke   #1),eng,4.34,0,1130
9.78125E+12,Rainbow Rowell,2015,Carry On,eng,4.19,0,1117
9.78068E+12,John Berendt,1994,Midnight in the Garden of Good and Evil,eng,3.9,0,1283
9.78006E+12,Kevin Henkes,2004,Kitten's First Full Moon,eng,4.07,1,1263
9.78045E+12,Nicholas Sparks,2003,True Believer (Jeremy Marsh & Lexie Darnell   #1),en-US,3.8,1,1439
9.7801E+12,Kurt Vonnegut Jr.,1997,Timequake,eng,3.71,1,1396
9.78184E+12,Kelley Armstrong,2010,The Reckoning (Darkest Powers   #3),en-GB,4.21,1,1249
9.78161E+12,Brian K. Vaughan   Fiona Staples,2013,Saga   Vol. 2 (Saga   #2),eng,4.57,0,1266
9.78077E+12,Orson Scott Card,1987,Seventh Son (Tales of Alvin Maker   #1),eng,3.86,0,1453
9.78044E+12,Diana Gabaldon,1991,Outlander (Outlander   #1),eng,4.2,1,727
9.78032E+12,Yana Toboso   Tomo Kimura,2007,Black Butler   Vol. 2 (Black Butler   #2),eng,4.48,1,803
9.78006E+12,Robert M. Pirsig,1974,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,eng,3.76,0,794
9.78031E+12,Tom Perrotta,2011,The Leftovers,en-US,3.38,1,955
9.78055E+12,Gordon Korman,2011,The Medusa Plot (39 Clues: Cahills vs. Vespers   #1),eng,4.07,1,520
9.78014E+12,Roald Dahl   Quentin Blake,1985,The Giraffe and the Pelly and Me,eng,3.8,1,1206
9.78037E+12,Susan Mallery,2010,Chasing Perfect (Fool's Gold   #1),eng,3.89,0,1134
9.78006E+12,Ann Patchett,2007,Run,eng,3.53,0,1436
9.78194E+12,Sylvain Reynard,2011,Gabriel's Inferno (Gabriel's Inferno   #1),eng,4.02,1,986
9.78039E+12,Honoré de Balzac,1834,Père Goriot,en-US,3.82,1,662
9.78031E+12,Gail Tsukiyama,1994,The Samurai's Garden,en-US,4.12,1,1061
9.78044E+12,Elizabeth George Speare,1958,The Witch of Blackbird Pond,en-US,3.97,0,692
9.7814E+12,Scott Snyder   Greg Capullo   Jonathan Glapion,2012,Batman   Volume 1: The Court of Owls,eng,4.3,1,776
9.78157E+12,Iain Pears,1997,An Instance of the Fingerpost,eng,3.93,1,612
9.78045E+12,Stephen King,1996,The Green Mile   Part 2: The Mouse on the Mile,eng,4.47,1,1457
9.78044E+12,Ilona Andrews,2010,Magic Bleeds (Kate Daniels   #4),eng,4.46,0,1471
9.78272E+12,Sui Ishida   石田 スイ,2012,Tokyo Ghoul   tome 1 (Tokyo Ghoul   #1),fre,4.43,0,1168
9.78015E+12,Jennifer Donnelly,2003,A Northern Light,en-US,3.83,1,798
9.78014E+12,Thomas Hobbes   C.B. Macpherson,1651,Leviathan,eng,3.66,1,821
9.78074E+12,Kathy Reichs,2006,Break No Bones (Temperance Brennan   #9),en-US,3.95,1,1132
9.78225E+12,Laurent Binet,2009,HHhH,fre,4.07,1,1462
9.7816E+12,Trish Doller,2012,Something like Normal,eng,3.81,0,1193
9.78159E+12,Ransom Riggs,2014,Hollow City (Miss Peregrine’s Peculiar Children   #2),eng,4.07,1,1105
9.78045E+12,Rachel Caine,2007,Midnight Alley (The Morganville Vampires   #3),eng,4.11,0,623
9.78184E+12,Kate Grenville,2005,The Secret River,eng,3.79,0,953
9.7816E+12,Joe Hill   Gabriel Rodríguez,2011,Locke & Key   Vol. 4: Keys to the Kingdom,eng,4.44,1,1477
9.78055E+12,Rick Riordan,2008,The Maze of Bones  (The 39 Clues   #1),eng,3.83,1,1326
9.78068E+12,Vladimir Nabokov,1936,Invitation to a Beheading,eng,3.94,1,821
9.78058E+12,Stephen King   Robin A.H. Waterfield,1982,The Body,eng,4.26,1,1273
9.78089E+12,Mercedes Lackey,1987,Arrows of the Queen (Heralds of Valdemar   #1),en-US,4.16,0,634
9.78145E+12,Jennifer Weiner,2014,All Fall Down,eng,3.61,1,1370
9.78039E+12,William Blake   David V. Erdman   Harold Bloom,1965,The Complete Poetry and Prose,en-US,4.23,0,978
9.78055E+12,Lisa Gardner,2010,Live to Tell (Detective D.D. Warren   #4),eng,4.18,1,553
9.78159E+12,Joss Whedon   Georges Jeanty,2007,Buffy the Vampire Slayer: The Long Way Home (Season 8   #1),en-CA,3.96,0,876
9.78038E+12,Zadie Smith,2002,The Autograph Man,eng,3.14,1,1493
9.78006E+12,Michelle Magorian,1981,Good Night   Mr. Tom,eng,4.28,0,907
9.78059E+12,Lee Child,2011,The Affair (Jack Reacher   #16),eng,4.11,0,1077
9.78014E+12,Sarah Dessen,2002,This Lullaby,eng,4.03,0,998
9.78159E+12,Arina Tanemura   Tomo Kimura,2001,Full Moon o Sagashite   Vol. 1,eng,4.06,1,729
9.78062E+12,Laura Whitcomb,2005,A Certain Slant of Light (Light   #1),en-US,3.83,0,690
9.78006E+12,Meg Cabot,2003,Princess in Pink (The Princess Diaries   #5),eng,3.69,0,526
9.78067E+12,Sally Green,2014,Half Bad (The Half Bad Trilogy   #1),eng,3.8,0,693
9.78144E+12,John Corey Whaley,2011,Where Things Come Back,eng,3.81,1,1253
9.78159E+12,Frank Miller,1994,Sin City   Vol. 3: The Big Fat Kill (Sin City   #3),en-US,4.1,0,690
9.78043E+12,Joanna Wylde,2014,Devil's Game (Reapers MC   #3),eng,4.3,0,532
9.78148E+12,Karina Halle,2013,Sins & Needles (The Artists Trilogy   #1),eng,3.98,0,969
9.78039E+12,Anne Lamott,1999,Traveling Mercies: Some Thoughts on Faith,en-CA,4.15,0,709
9.78039E+12,Sara Gruen,2015,At the Water's Edge,eng,3.65,1,900
9.7808E+12,Herman Koch,2011,Summer House with Swimming Pool,eng,3.39,0,543
9.78069E+12,Scott Westerfeld,2005,Uglies (Uglies   #1),eng,3.86,0,1441
9.78142E+12,Melissa Anelli   J.K. Rowling,2008,Harry   a History: The True Story of a Boy Wizard   His Fans   and Life Inside the Harry Potter Phenomenon,en-US,4.09,1,976
9.78014E+12,Laurie Halse Anderson,2002,Catalyst,en-US,3.62,1,1042
9.78067E+12,Alice Walker,1982,The Color Purple,eng,4.17,0,1409
9.78068E+12,Art Spiegelman,1991,Maus II: A Survivor's Tale: And Here My Troubles Began (Maus   #2),eng,4.41,1,922
9.78032E+12,Stephenie Meyer,2007,Eclipse (Twilight   #3),en-US,3.69,0,785
9.78006E+12,Sylvia Plath,1963,The Bell Jar,en-US,3.98,1,837
9.78038E+12,Ann Packer,2002,The Dive From Clausen's Pier,eng,3.41,1,777
9.78006E+12,Robert B. Cialdini,1984,Influence: The Psychology of Persuasion,eng,4.18,0,1250
9.78156E+12,Tony Kushner,1992,Angels in America   Part One: Millennium Approaches,en-US,4.27,0,1327
9.78074E+12,Jeannette Walls,2005,The Glass Castle,eng,4.24,0,949
9.78079E+12,Kate Chopin,1894,The Story of an Hour,eng,4.08,1,1245
9.78049E+12,Oscar Wilde,1893,An Ideal Husband,en-US,4.03,0,725
9.78174E+12,John Flanagan,2011,The Emperor of Nihon-Ja (Ranger's Apprentice   #10),eng,4.42,0,1195
9.78032E+12,Anita Shreve,1998,The Pilot's Wife,eng,3.5,0,965
9.78006E+12,E.B. White   Garth Williams   Rosemary Wells,1952,Charlotte's Web,eng,4.15,0,963
9.7805E+12,H.W. Janson   Anthony F. Janson,1962,History of Art,eng,3.8,1,647
9.78006E+12,Irvin D. Yalom,1992,When Nietzsche Wept,eng,4.25,0,758
9.78067E+12,Randall Wallace,1995,Braveheart,eng,4.19,1,1357
9.78006E+12,Janet Evanovich,2004,Metro Girl (Alex Barnaby   #1),eng,3.6,1,1024
9.78014E+12,Ian Fleming,1958,Doctor No (James Bond   #6),eng,3.76,0,1228
9.78038E+12,Abraham Verghese,2009,Cutting for Stone,eng,4.28,0,1218
9.7808E+12,Sherman Alexie,1993,The Lone Ranger and Tonto Fistfight in Heaven,en-US,4.09,0,1384
9.7816E+12,G.K. Chesterton,1908,Orthodoxy,eng,4.23,1,965
9.78067E+12,Geraldine Brooks,2015,The Secret Chord,eng,3.55,0,510
9.78045E+12,James Patterson,2005,Mary   Mary (Alex Cross   #11),eng,3.93,1,821
9.78031E+12,Barbara Shook Hazen   Robert Lewis May   Richard Scarry,1958,Rudolph the Red-Nosed Reindeer,en-US,4.3,1,577
9.78014E+12,Eoin Colfer,2007,Airman,eng,4.14,0,672
9.78074E+12,Richard Condon,1959,The Manchurian Candidate (Movie Tie-In Edition),en-US,4.09,0,906
9.78045E+12,Jacqueline Carey,2001,Kushiel's Mercy (Imriel's Trilogy   #3),en-US,4.3,1,610
9.78045E+12,Joshilyn Jackson,2010,A Grown-Up Kind of Pretty,eng,3.93,0,1306
9.78156E+12,Brian Azzarello   Eduardo Risso,1999,100 Bullets   Vol. 1: First Shot   Last Call,eng,3.82,0,819
9.78044E+12,J.K. Rowling   Mary GrandPré,2003,Harry Potter and the Order of the Phoenix (Harry Potter   #5),eng,4.46,0,936
9.78035E+12,Anne Rice,1992,The Tale of the Body Thief (The Vampire Chronicles   #4),en-US,3.7,1,1437
9.78006E+12,Pittacus Lore,2012,The Rise of Nine (Lorien Legacies   #3),eng,4.2,1,738
9.78077E+12,Cory Doctorow,2008,Little Brother,en-US,3.94,1,1088
9.78142E+12,Matthew Reilly,2009,The 5 Greatest Warriors (Jack West Jr   #3),eng,4.24,1,972
9.78035E+12,Janet Evanovich,2014,Top Secret Twenty-One (Stephanie Plum   #21),eng,3.79,0,1448
9.78075E+12,Robert Crais,1987,The Monkey's Raincoat (Elvis Cole   #1),en-US,3.98,1,1445
9.78014E+12,Anthony Horowitz,2004,Scorpia (Alex Rider   #5),eng,4.16,1,1133
9.7804E+12,Peggy Rathmann,1995,Officer Buckle & Gloria,eng,4.16,1,760
9.78043E+12,Anne Rice   Anne Rampling,1986,Belinda,en-US,3.6,1,1132
9.7814E+12,Anna Quindlen,2014,Still Life with Bread Crumbs,eng,3.63,0,1417
9.78062E+12,David Sheff,2007,Beautiful Boy: A Father's Journey Through His Son's Addiction,en-US,4.03,1,1448
9.7814E+12,Chaim Potok,1972,My Name Is Asher Lev,eng,4.19,0,1364
9.7815E+12,Amy Schumer,2016,The Girl with the Lower Back Tattoo,eng,3.76,0,1476
